Median Income,poverty_rate,percent_completed_hs,share_white,share_black,share_native_american,share_asian,share_hispanic,police_killing
39148,16.9,89.7,90.5,0.2,1.4,0.6,13.4,0.0
22500,16.7,57.4,90.2,0.8,0.0,0.0,12.0,0.0
34167,24.0,80.1,94.2,0.2,0.7,0.2,9.3,1.0
42045,18.0,84.8,67.6,1.1,1.3,0.7,50.1,0.0
40200,28.1,88.6,76.3,1.7,1.8,1.0,35.6,0.0
67804,8.2,94.5,96.3,0.2,0.8,0.5,4.0,0.0
33591,14.7,85.4,87.6,0.1,4.6,0.6,10.4,0.0
42202,29.2,81.5,2.5,0.0,94.4,0.7,1.8,0.0
41250,11.6,84.5,60.6,0.6,3.7,0.6,82.4,0.0
34211,30.1,79.6,53.4,5.7,25.7,1.0,32.8,1.0
23393,48.1,56.5,43.2,1.1,43.8,0.0,17.4,0.0
68702,0.0,100.0,82.4,2.2,1.5,0.0,26.5,0.0
26389,15.5,91.2,94.5,0.6,0.9,0.2,6.3,0.0
41336,40.9,96.2,90.3,0.2,1.6,0.9,33.4,0.0
48281,10.0,91.5,93.7,0.0,3.2,0.3,6.5,0.0
38205,22.5,82.7,73.3,4.3,1.4,2.8,33.0,0.0
27857,36.2,82.0,92.9,0.8,4.0,0.0,11.9,0.0
43754,18.4,77.5,68.8,3.2,1.8,1.9,54.8,1.0
37882,26.4,78.1,68.0,13.1,0.6,0.6,19.4,0.0
16389,47.9,79.2,100.0,0.0,0.0,0.0,1.6,0.0
22222,44.4,80.5,11.3,80.9,0.0,0.0,0.0,0.0
48859,21.0,88.7,91.4,1.7,1.9,0.4,4.2,0.0
41042,21.7,91.4,97.9,2.1,0.0,0.0,0.0,0.0
26250,31.7,80.0,93.9,0.0,2.0,0.3,1.5,0.0
35438,22.8,80.0,10.0,88.1,0.0,1.0,1.4,0.0
30956,12.8,80.7,96.3,0.1,1.1,1.2,2.8,0.0
23750,21.6,74.3,93.9,0.0,3.1,0.0,3.1,0.0
28611,41.3,89.8,95.4,0.7,0.8,0.3,3.6,0.0
19400,16.0,47.0,8.7,89.4,0.0,0.0,0.0,0.0
40000,9.8,78.7,90.6,6.8,0.0,0.9,1.7,0.0
28581,33.0,85.9,65.5,30.3,0.5,0.8,3.2,0.0
38250,18.2,73.9,51.4,47.0,0.5,0.0,1.1,0.0
33696,22.8,88.2,63.1,31.4,0.9,0.4,2.9,0.0
22946,34.1,74.1,97.6,0.5,0.5,0.0,0.8,0.0
40122,8.8,79.6,95.6,0.9,0.8,0.1,2.3,0.0
28495,31.4,72.2,50.2,46.7,0.3,0.1,1.6,0.0
70652,7.7,95.9,94.2,2.0,0.3,0.4,4.3,1.0
59806,1.4,91.3,94.8,2.3,0.4,0.4,1.2,0.0
54375,8.2,88.0,86.5,0.0,0.4,0.6,17.4,0.0
30913,23.6,73.9,90.2,4.7,0.7,0.3,4.8,0.0
21500,41.9,81.9,87.9,7.3,0.0,1.6,3.2,0.0
36491,18.2,81.7,85.3,2.1,1.9,4.7,6.8,0.0
27143,45.1,63.9,90.2,8.1,0.0,0.0,1.7,0.0
38092,20.9,84.6,83.2,4.3,0.6,1.5,13.5,0.0
36548,19.8,76.2,94.9,1.8,1.4,0.0,2.1,0.0
35984,15.2,85.7,95.1,2.4,0.2,0.0,2.3,0.0
25417,36.0,84.9,59.9,32.5,0.3,0.2,5.8,0.0
42143,1.3,91.7,97.0,0.0,0.0,0.0,0.0,0.0
36558,28.8,83.6,89.5,5.8,1.0,0.4,2.6,0.0
22083,43.8,71.1,95.3,0.0,2.8,1.9,0.9,0.0
61290,4.8,94.7,95.9,0.7,1.0,0.5,2.6,0.0
36964,15.0,81.2,98.0,0.0,0.9,0.0,0.7,0.0
35000,21.2,69.5,70.5,0.2,1.4,11.1,25.2,0.0
25972,25.0,70.3,93.8,0.0,2.8,0.0,4.8,0.0
51778,11.4,87.0,88.8,6.0,0.5,0.9,4.5,1.0
71941,7.7,92.4,81.4,2.5,1.2,8.3,8.7,0.0
41339,11.5,81.3,95.4,0.9,0.2,0.0,4.1,0.0
35327,26.4,75.2,81.7,0.5,0.8,0.9,24.7,0.0
52426,18.5,81.8,61.6,1.9,1.4,3.0,34.7,0.0
33750,21.5,72.6,95.9,3.8,0.0,0.0,1.0,0.0
37813,15.8,72.8,95.4,0.3,0.0,0.0,1.4,0.0
30833,2.4,60.0,29.3,70.7,0.0,0.0,0.0,0.0
37386,16.1,80.1,98.1,0.0,0.4,0.0,3.1,0.0
28355,28.9,77.7,98.3,0.0,0.8,0.2,0.9,0.0
26250,5.7,56.5,100.0,0.0,0.0,0.0,0.0,0.0
34875,22.7,78.7,69.5,12.4,0.0,0.0,22.9,0.0
22083,11.9,75.0,29.8,68.5,0.0,0.0,0.0,0.0
32958,27.0,83.0,39.8,56.2,0.3,0.8,3.0,0.0
46563,3.5,72.2,94.2,2.9,2.2,0.0,5.1,0.0
46071,9.7,78.0,97.0,0.0,1.7,0.0,2.3,0.0
36875,16.8,80.3,94.7,2.0,0.1,0.2,3.1,0.0
26878,33.1,80.9,93.5,1.0,0.9,0.6,3.2,0.0
28125,29.9,76.2,95.8,1.3,0.7,0.0,0.7,0.0
15179,41.7,70.8,42.8,56.7,0.2,0.2,1.4,0.0
28958,22.3,70.1,95.9,0.0,0.0,0.3,1.6,0.0
41250,27.5,86.9,100.0,0.0,0.0,0.0,0.0,0.0
23112,36.3,76.5,45.4,51.6,0.3,0.8,1.5,0.0
40625,17.2,76.5,95.9,0.5,0.7,0.1,2.6,0.0
60162,4.1,93.5,87.0,6.7,0.4,1.6,4.7,0.0
35625,18.9,74.2,45.1,51.6,0.4,1.5,2.2,0.0
35737,13.9,93.4,97.5,0.1,0.4,0.3,1.4,1.0
50000,5.6,81.3,76.4,20.9,0.0,0.0,8.4,0.0
57790,11.4,92.4,93.1,1.6,0.6,1.5,4.1,1.0
42105,17.0,94.0,79.2,15.9,0.9,0.3,2.8,0.0
33623,27.6,78.7,79.8,14.6,0.4,0.5,6.1,0.0
27813,21.2,92.0,94.9,5.1,0.0,0.0,0.0,0.0
20526,30.4,76.7,87.9,9.4,0.3,0.4,2.7,0.0
35833,7.8,67.0,72.3,24.7,0.4,0.0,2.0,0.0
25256,31.4,82.0,40.7,56.0,0.3,0.5,1.6,0.0
63750,5.7,99.0,96.9,0.5,0.0,1.2,2.3,0.0
50833,13.3,84.8,96.5,2.7,0.4,0.0,0.0,0.0
37917,22.3,79.2,98.5,0.2,0.2,0.0,3.3,0.0
47069,5.9,83.7,85.6,12.5,0.2,0.2,1.4,0.0
41364,19.0,76.6,15.2,79.6,0.6,0.0,2.6,0.0
45313,11.1,81.4,99.4,0.0,0.0,0.6,0.0,0.0
29643,28.9,67.4,94.4,0.0,0.0,0.0,4.7,0.0
33125,10.8,84.6,97.2,0.9,0.9,0.0,0.5,0.0
26194,32.1,80.3,96.9,0.3,0.5,0.1,2.5,0.0
68462,2.9,92.2,92.4,0.9,1.3,1.9,4.5,0.0
50313,14.3,81.4,91.4,0.4,2.9,0.2,1.5,0.0
35000,41.3,86.3,89.7,5.2,3.4,0.5,1.8,0.0
56552,6.2,91.4,84.0,3.6,1.2,2.3,12.2,0.0
37875,13.5,85.6,91.0,2.2,2.6,0.2,3.2,0.0
41607,11.9,89.9,94.6,0.9,1.4,0.3,2.3,0.0
34023,20.3,90.9,97.3,0.2,0.5,0.3,2.0,0.0
40521,22.2,78.4,85.9,9.1,0.9,0.5,2.0,0.0
20500,30.3,58.4,88.1,0.0,3.1,1.9,0.6,0.0
21875,24.4,74.6,41.8,57.5,0.3,0.0,0.0,0.0
19471,46.5,74.7,61.8,34.3,0.8,0.0,2.7,0.0
84712,0.0,90.4,83.3,13.5,0.8,0.3,3.2,0.0
31452,24.9,78.1,75.5,3.0,0.8,0.9,25.7,0.0
33882,23.3,81.8,94.7,0.3,0.5,0.7,6.9,0.0
33438,28.3,77.1,92.8,1.0,1.4,0.1,4.3,0.0
33750,24.6,95.3,98.7,0.0,0.2,0.0,0.7,0.0
24130,0.0,59.7,7.5,90.3,0.5,0.0,0.7,0.0
27656,29.6,70.0,86.2,10.8,2.1,0.0,0.8,0.0
36250,12.0,82.1,99.6,0.0,0.0,0.0,1.2,0.0
47504,18.4,92.9,77.4,15.6,0.4,1.9,5.1,0.0
88056,0.0,94.2,92.9,0.0,1.4,0.0,38.6,0.0
26660,22.8,77.0,97.6,0.2,0.3,0.1,1.6,0.0
32305,25.8,91.6,93.5,0.1,1.3,0.2,3.4,0.0
20583,27.9,75.2,24.8,72.7,0.5,0.3,0.6,0.0
35833,22.9,83.2,91.9,0.0,1.3,0.0,5.8,0.0
42083,25.0,73.4,65.1,32.8,0.0,0.0,1.9,0.0
31193,23.2,90.7,54.9,42.2,0.1,0.5,2.2,0.0
28641,26.0,76.0,93.8,0.0,0.2,1.1,3.5,0.0
37083,15.0,82.3,95.7,0.0,2.6,0.0,1.7,0.0
43875,13.5,91.6,97.6,0.0,1.0,0.0,1.0,0.0
35365,27.7,63.5,67.6,2.1,0.6,1.5,52.6,0.0
29962,31.8,67.6,80.3,3.7,0.7,0.6,36.1,0.0
40625,27.8,56.5,90.0,4.0,0.0,0.0,3.0,0.0
34457,32.3,60.1,73.8,0.7,4.3,0.9,28.4,0.0
25714,23.7,88.9,98.2,0.4,0.4,0.0,0.7,0.0
29375,6.4,92.1,99.6,0.0,0.0,0.0,0.4,0.0
17377,32.6,56.7,95.3,0.0,0.0,0.0,1.3,0.0
38750,10.6,82.3,96.8,1.0,0.3,0.0,2.2,0.0
30048,29.8,53.2,51.9,5.8,2.3,0.7,53.5,0.0
21017,37.1,73.2,20.2,77.8,0.1,0.7,1.0,0.0
27804,20.4,79.0,86.9,11.0,0.5,0.0,1.4,0.0
20833,36.5,65.6,69.6,29.7,0.0,0.0,1.1,0.0
31000,22.2,75.3,74.5,21.4,0.3,0.4,3.2,0.0
28438,26.0,75.8,96.5,0.1,1.2,0.1,2.2,0.0
30144,36.1,78.7,63.7,30.8,0.3,0.1,3.6,0.0
32083,24.2,75.0,94.9,0.4,1.2,0.0,4.2,0.0
27500,21.1,86.6,98.3,0.3,0.3,0.0,0.3,0.0
33917,23.6,85.2,94.6,0.4,1.9,0.1,3.6,1.0
21875,41.3,76.3,32.2,63.2,0.1,0.5,5.4,0.0
45536,14.7,89.2,95.8,0.9,1.7,0.0,3.1,0.0
42250,26.4,68.6,84.1,1.2,0.0,0.0,13.7,0.0
23098,42.8,71.3,16.7,82.0,0.0,0.4,0.7,0.0
30524,24.0,88.8,65.7,31.1,0.2,0.4,2.7,0.0
49420,6.7,85.6,91.8,2.4,0.7,2.0,2.6,0.0
26750,37.4,67.4,28.1,67.0,0.0,0.5,3.3,0.0
38393,0.0,83.3,100.0,0.0,0.0,0.0,0.0,0.0
20156,42.0,73.9,36.6,60.8,0.0,0.2,1.4,0.0
34239,27.4,80.0,45.1,49.9,0.3,0.8,4.3,0.0
48125,13.8,88.8,89.8,0.9,1.2,0.5,8.0,0.0
67700,8.1,82.6,87.4,1.2,0.8,2.9,8.5,0.0
28750,21.9,90.4,66.6,32.6,0.0,0.3,1.1,0.0
34844,38.4,81.0,78.8,18.0,1.0,0.2,2.9,0.0
31577,29.9,82.3,64.1,33.6,0.2,0.1,1.9,1.0
49167,18.4,81.0,96.4,0.9,0.9,0.0,0.9,0.0
33750,22.1,70.3,91.2,1.1,0.0,0.3,7.1,0.0
20104,45.4,79.3,9.3,89.5,0.4,0.0,1.0,0.0
34208,19.1,91.7,91.6,0.6,1.3,0.6,4.3,0.0
32031,20.0,81.7,96.8,1.9,0.7,0.0,0.9,0.0
45417,28.0,67.5,91.0,0.8,3.8,0.0,0.8,0.0
34455,9.8,94.2,97.9,0.2,0.5,0.3,2.0,0.0
39750,29.2,93.2,43.9,56.1,0.0,0.0,0.0,0.0
50609,11.4,92.3,90.2,1.2,1.1,1.2,5.9,1.0
39432,24.0,91.7,83.8,6.0,1.1,3.1,6.4,1.0
31964,17.4,92.4,92.0,7.3,0.0,0.0,0.7,0.0
45625,5.9,86.5,98.3,0.0,0.6,0.0,1.2,0.0
41000,8.2,81.3,98.2,0.4,0.0,0.0,1.3,0.0
25033,32.0,79.5,96.8,0.0,1.0,0.3,2.1,0.0
31074,14.7,84.0,43.3,53.3,0.5,0.3,2.6,0.0
37250,23.2,82.4,66.7,26.6,2.2,0.0,3.3,0.0
31322,27.7,79.1,27.6,67.3,0.7,0.7,5.9,0.0
35096,26.9,80.2,69.3,9.0,1.8,5.3,16.5,0.0
28571,24.8,75.3,96.5,0.1,1.7,0.0,1.6,0.0
28125,29.0,82.1,62.9,32.0,0.6,0.0,4.0,0.0
48125,10.0,88.3,91.1,2.8,0.6,1.2,1.2,0.0
34531,11.4,68.6,100.0,0.0,0.0,0.0,0.0,0.0
43000,14.7,83.3,98.0,0.0,1.0,0.0,0.5,0.0
31875,34.0,78.5,50.4,49.3,0.0,0.0,1.1,0.0
41875,2.7,80.4,97.7,2.3,0.0,0.0,0.6,0.0
29063,19.9,67.5,58.2,39.3,0.0,0.0,2.0,0.0
49479,10.6,83.9,95.0,0.0,0.6,0.0,1.0,0.0
17500,60.4,80.5,27.7,71.9,0.0,0.4,0.0,0.0
49375,9.5,68.2,79.6,0.7,2.1,0.4,17.6,0.0
33500,21.9,87.4,95.8,0.0,0.5,0.6,2.3,0.0
45750,16.4,79.6,89.6,0.0,4.2,0.5,7.9,0.0
38902,22.7,84.3,78.5,0.2,5.6,4.2,12.0,0.0
37500,13.3,73.8,96.0,0.0,0.0,0.0,0.8,0.0
56460,9.1,92.8,81.6,13.5,0.3,0.4,4.7,0.0
40938,16.1,81.2,82.8,15.2,0.3,0.1,1.6,0.0
35208,40.0,80.5,82.5,0.0,0.6,0.6,21.3,0.0
24653,21.0,47.6,22.3,76.6,0.0,0.0,1.1,0.0
31756,27.6,76.3,80.4,0.2,0.6,0.6,22.1,0.0
105208,1.8,96.3,95.5,0.1,0.7,1.7,0.9,0.0
39583,22.4,82.2,72.9,22.0,0.4,1.0,3.5,0.0
16458,40.6,77.5,18.6,78.5,0.0,0.0,3.0,0.0
14479,40.6,86.7,25.8,68.4,0.2,0.0,3.6,0.0
40690,26.5,74.8,79.8,1.6,5.2,0.0,25.6,0.0
41757,17.9,82.2,89.9,0.6,3.5,0.7,4.0,0.0
48250,14.8,89.4,94.7,0.8,0.7,0.5,3.4,0.0
37981,29.2,58.9,78.2,0.7,0.9,0.7,39.0,0.0
55521,10.6,91.5,93.4,1.4,1.7,0.6,3.3,0.0
40417,15.4,62.9,97.1,0.0,0.0,0.0,0.5,0.0
51906,13.6,93.6,93.0,0.3,2.6,0.8,3.5,0.0
31810,13.0,81.1,98.1,0.0,0.2,0.2,2.6,0.0
25625,39.7,65.6,99.1,0.4,0.0,0.0,0.0,0.0
37656,13.1,78.9,94.8,0.8,0.5,0.0,1.3,0.0
28214,28.6,65.7,86.0,0.0,0.0,0.0,11.6,0.0
25500,26.2,91.8,40.8,53.3,0.0,0.0,5.0,0.0
36150,26.1,83.1,50.0,37.9,0.1,0.1,14.3,0.0
50375,10.9,91.1,97.0,0.1,0.8,0.7,0.7,0.0
31696,26.9,80.5,92.0,0.1,3.4,0.6,0.6,0.0
30563,31.0,75.1,58.2,30.1,0.7,0.1,13.6,0.0
26222,20.6,81.8,66.5,29.8,0.1,0.0,4.2,0.0
16520,45.4,69.2,94.9,0.5,1.6,0.0,0.8,0.0
28438,25.2,86.5,50.8,48.4,0.0,0.0,0.0,0.0
30030,30.8,78.5,95.3,2.1,0.2,0.2,1.6,0.0
32323,23.2,86.5,96.2,0.3,0.6,0.7,2.2,0.0
28646,32.9,80.1,94.2,0.6,2.8,0.9,0.5,0.0
27917,26.9,84.0,95.6,0.2,0.6,0.6,3.5,0.0
57331,14.7,87.2,89.7,6.6,0.9,0.4,2.9,0.0
20323,47.7,76.1,92.5,0.2,1.7,0.0,5.6,0.0
41875,17.2,85.3,82.9,0.5,0.8,2.7,22.1,0.0
30625,23.4,86.3,10.7,89.3,0.0,0.0,0.0,0.0
34231,18.9,76.0,77.2,21.0,0.4,0.1,0.8,0.0
43990,22.5,88.3,95.4,0.4,0.6,0.2,3.7,0.0
38036,15.3,70.9,95.8,0.0,0.9,0.0,4.2,0.0
22055,44.2,77.1,23.9,74.5,0.3,0.4,1.2,0.0
16250,67.5,72.9,34.9,28.6,3.5,0.1,42.0,0.0
31875,18.0,71.6,97.8,0.0,0.0,0.0,0.7,0.0
53750,5.1,87.3,97.5,0.0,1.7,0.0,0.0,0.0
48350,2.4,81.5,89.0,1.8,0.5,1.0,7.2,0.0
49875,23.8,87.3,90.7,1.0,1.5,0.5,3.3,0.0
40900,19.6,86.5,96.6,0.1,0.8,0.0,3.3,0.0
38750,0.0,67.6,98.4,0.0,1.6,0.0,0.0,0.0
37944,18.3,95.4,95.7,0.3,1.0,0.8,2.8,0.0
50089,14.6,89.6,95.9,0.2,0.7,0.0,2.9,0.0
26696,35.5,74.7,15.3,84.2,0.0,0.0,1.2,0.0
24611,34.1,67.4,39.0,43.3,0.3,0.2,20.8,0.0
28654,32.2,62.3,72.0,3.4,2.8,0.1,28.5,0.0
26528,28.2,85.5,96.5,0.1,0.3,0.1,2.9,0.0
30893,20.2,81.3,92.8,3.8,2.4,0.0,2.7,0.0
29836,29.2,85.0,75.4,16.8,0.6,0.9,7.5,0.0
54936,4.9,96.2,97.0,1.1,0.2,0.4,1.5,0.0
45500,9.4,88.2,98.8,0.0,0.0,0.0,0.6,0.0
27201,27.5,82.9,96.2,0.9,0.3,0.0,1.5,0.0
18547,41.9,73.3,23.9,74.2,0.2,0.6,1.1,0.0
39844,15.7,76.1,85.6,13.0,0.0,0.0,0.0,0.0
34318,11.7,83.0,61.9,35.9,0.5,0.0,1.3,0.0
20313,35.4,71.3,96.2,0.0,0.0,0.0,1.9,0.0
26771,27.4,71.6,93.9,0.3,1.1,0.6,2.4,0.0
26098,31.4,80.0,84.0,0.3,1.3,0.3,17.8,0.0
30179,21.4,82.3,45.1,51.8,1.2,0.0,1.2,0.0
30625,20.4,88.9,97.3,0.7,0.0,0.0,1.6,0.0
21250,22.4,62.3,90.1,5.2,1.9,0.0,1.9,0.0
41006,18.7,86.0,57.7,32.7,0.6,2.1,6.7,0.0
24028,24.1,79.6,98.5,0.0,0.4,0.2,1.1,0.0
23750,10.8,62.7,6.1,93.9,0.0,0.0,0.0,0.0
28750,9.4,61.8,1.7,97.5,0.0,0.0,0.8,0.0
47135,14.8,82.4,84.0,2.8,1.0,4.5,10.3,0.0
17250,45.5,59.5,50.3,47.4,0.2,0.0,2.6,0.0
41688,23.7,89.1,74.7,18.4,0.4,1.5,5.2,1.0
27398,25.7,66.4,91.6,2.7,0.6,0.1,6.1,0.0
45556,26.5,80.3,53.2,46.0,0.0,0.0,0.3,0.0
32500,22.7,78.7,92.1,5.1,0.4,0.1,1.1,0.0
26086,42.0,55.6,70.9,18.3,0.1,0.2,14.3,0.0
41528,10.0,80.7,77.0,17.2,0.0,0.0,5.5,0.0
38000,11.8,81.7,92.5,0.3,1.8,2.8,2.6,0.0
29038,32.1,75.6,64.0,32.9,0.2,0.4,1.8,0.0
33011,21.0,81.3,96.9,0.1,0.1,0.0,0.8,0.0
28333,35.2,72.7,98.3,0.0,0.3,0.0,0.7,0.0
33889,22.1,77.5,94.1,0.7,1.8,0.4,3.7,0.0
33438,21.3,81.8,99.3,0.0,0.0,0.0,1.3,0.0
18750,46.7,53.3,57.3,40.4,0.0,0.0,0.0,0.0
37226,15.2,81.9,96.9,0.5,0.2,0.0,1.7,0.0
55427,13.9,85.4,89.4,5.9,0.3,1.5,3.0,0.0
38523,19.4,92.7,98.1,0.0,0.3,0.5,1.5,0.0
15956,47.4,70.9,5.4,93.2,0.0,0.0,0.9,0.0
30486,36.0,78.7,36.1,60.5,0.1,0.8,2.8,0.0
35411,24.2,75.4,93.2,0.6,1.1,0.1,4.1,0.0
40850,9.0,85.7,79.4,13.5,0.4,0.8,6.9,0.0
51667,15.3,83.2,94.0,0.3,2.3,0.4,2.2,0.0
38500,16.1,77.1,88.4,0.5,0.5,0.1,12.6,0.0
24250,37.0,82.7,97.0,0.0,1.1,0.0,2.6,0.0
27250,32.1,70.3,76.0,1.2,1.0,0.0,23.6,0.0
24550,34.4,76.0,80.6,14.8,0.1,0.1,4.3,0.0
19643,52.8,70.4,96.8,0.0,0.5,0.0,2.0,0.0
32250,15.9,77.3,93.7,1.6,2.0,0.0,1.6,0.0
21553,31.5,76.6,41.3,55.4,0.2,0.0,2.9,0.0
38958,18.8,71.2,71.3,26.9,0.0,0.0,2.4,0.0
23692,34.8,73.1,91.7,0.5,2.0,0.9,6.5,0.0
44931,15.9,91.0,80.2,2.5,1.9,4.3,12.3,0.0
46085,17.8,90.7,48.9,42.3,0.4,2.7,6.8,1.0
28882,17.6,82.7,89.9,6.6,0.4,0.1,2.0,0.0
32390,30.3,74.8,94.9,0.4,0.7,0.9,1.4,0.0
43366,19.4,84.7,70.9,25.3,0.2,0.4,3.3,0.0
51250,0.8,94.6,94.7,3.2,0.0,1.1,0.0,0.0
74028,8.7,93.7,95.6,0.2,2.5,0.2,0.9,0.0
30000,22.7,86.3,78.7,16.5,0.0,0.0,1.2,0.0
53676,12.2,82.6,77.8,0.9,1.4,2.7,24.7,0.0
25050,52.7,70.7,34.7,61.2,0.7,0.1,4.6,0.0
30795,29.1,84.0,100.0,0.0,0.0,0.0,3.5,0.0
33844,27.1,76.1,17.6,78.6,0.4,0.4,3.5,0.0
26250,22.5,70.3,71.9,16.7,1.0,0.0,8.3,0.0
25234,18.8,68.6,81.3,16.9,0.1,0.0,1.0,0.0
31250,28.2,74.1,94.1,0.5,0.0,0.0,1.1,0.0
22963,39.6,84.8,50.5,46.3,0.4,0.4,2.7,0.0
43000,16.3,85.3,32.4,60.3,0.0,0.0,5.9,0.0
20134,48.2,86.8,44.4,54.5,0.2,0.0,1.7,0.0
31964,22.0,74.2,94.7,1.2,0.4,0.0,4.0,0.0
19602,41.8,80.0,12.5,83.2,0.0,0.1,3.4,0.0
36875,22.8,77.5,96.1,0.4,1.2,0.1,1.8,0.0
26875,46.0,78.6,97.0,0.0,0.0,0.5,0.5,0.0
74330,0.0,92.3,100.0,0.0,0.0,0.0,0.0,0.0
34163,31.7,84.3,53.9,41.9,0.4,1.2,2.2,0.0
26667,27.4,83.9,65.1,29.9,0.4,0.4,4.3,0.0
25500,34.7,84.7,96.4,0.9,0.5,0.4,0.6,0.0
30114,32.6,80.7,96.4,0.5,0.3,0.1,2.9,1.0
40947,21.6,82.7,93.0,0.1,1.9,0.6,4.3,0.0
25875,35.6,70.6,20.9,76.6,0.2,0.8,0.7,0.0
61669,10.9,89.3,68.1,28.0,0.4,1.5,2.0,1.0
22674,34.4,72.9,67.3,30.1,0.1,0.1,1.8,0.0
31379,27.7,83.4,97.8,0.0,0.1,0.1,1.7,0.0
27216,21.2,80.3,93.8,0.1,1.0,0.3,4.0,0.0
20982,43.7,79.4,35.5,62.4,0.3,0.2,1.1,0.0
77574,6.4,96.9,82.9,12.1,0.4,2.3,2.4,0.0
42798,8.5,81.9,91.7,5.0,0.4,0.2,2.4,0.0
26250,27.1,74.3,97.7,0.0,0.7,0.0,0.7,0.0
31890,29.4,86.9,96.9,0.3,0.9,0.3,1.7,0.0
28509,18.5,88.8,94.4,0.2,1.6,0.8,3.4,1.0
44167,15.5,92.7,7.3,83.1,0.0,0.0,6.0,0.0
24597,27.4,81.2,95.6,0.1,0.9,0.3,3.4,0.0
24597,27.4,81.2,97.9,0.0,0.3,0.8,0.8,0.0
24597,27.4,87.7,95.6,0.1,0.9,0.3,3.4,0.0
24597,27.4,87.7,97.9,0.0,0.3,0.8,0.8,0.0
24597,10.2,81.2,95.6,0.1,0.9,0.3,3.4,0.0
24597,10.2,81.2,97.9,0.0,0.3,0.8,0.8,0.0
24597,10.2,87.7,95.6,0.1,0.9,0.3,3.4,0.0
24597,10.2,87.7,97.9,0.0,0.3,0.8,0.8,0.0
44107,27.4,81.2,95.6,0.1,0.9,0.3,3.4,0.0
44107,27.4,81.2,97.9,0.0,0.3,0.8,0.8,0.0
44107,27.4,87.7,95.6,0.1,0.9,0.3,3.4,0.0
44107,27.4,87.7,97.9,0.0,0.3,0.8,0.8,0.0
44107,10.2,81.2,95.6,0.1,0.9,0.3,3.4,0.0
44107,10.2,81.2,97.9,0.0,0.3,0.8,0.8,0.0
44107,10.2,87.7,95.6,0.1,0.9,0.3,3.4,0.0
44107,10.2,87.7,97.9,0.0,0.3,0.8,0.8,0.0
33438,18.9,80.2,46.9,45.8,0.2,0.1,12.8,0.0
30313,7.6,67.9,96.3,0.9,0.0,0.0,0.0,0.0
18393,34.2,68.2,2.8,94.4,0.0,0.0,3.6,0.0
49732,11.1,81.9,95.3,0.2,0.3,0.0,5.7,0.0
25123,39.2,81.6,60.1,36.4,0.2,0.7,2.3,0.0
27708,39.5,76.4,31.6,63.8,0.3,0.0,6.2,0.0
46250,2.5,91.5,98.5,0.7,0.0,0.0,0.7,0.0
34821,19.9,80.8,93.5,5.6,0.0,0.9,0.5,0.0
27662,35.2,80.3,77.1,15.8,0.7,0.8,6.5,0.0
31250,30.9,92.1,93.8,0.0,1.6,0.0,6.3,0.0
33125,15.6,83.5,95.6,0.0,3.0,0.2,0.5,0.0
33255,15.8,88.0,96.6,0.3,0.5,0.6,2.0,0.0
31333,25.0,69.4,74.2,20.4,1.2,0.5,3.2,1.0
23750,35.4,68.6,97.2,0.2,0.2,0.5,1.4,0.0
38631,16.0,83.1,95.1,0.1,1.4,0.0,2.8,0.0
32083,9.7,87.9,95.2,2.2,0.7,0.2,0.0,0.0
48125,6.7,90.5,94.5,0.0,0.7,0.7,0.0,0.0
27229,30.0,82.5,96.3,0.7,1.7,0.1,2.0,0.0
26724,30.3,77.6,88.7,7.6,0.4,0.4,1.8,0.0
29874,34.1,71.2,56.1,30.9,0.4,1.5,16.4,0.0
58854,3.0,97.7,94.1,3.8,0.7,0.5,1.4,0.0
34306,31.2,76.5,95.2,1.4,0.4,0.0,2.5,0.0
53167,0.0,86.2,98.3,0.0,0.0,0.0,2.3,0.0
27838,34.9,77.5,67.3,28.9,0.5,0.5,2.6,0.0
21250,36.2,59.5,98.6,0.0,0.0,0.0,0.0,0.0
35066,20.9,79.8,95.7,1.0,0.6,1.0,0.2,0.0
25625,31.9,64.2,94.4,0.0,0.3,1.1,2.1,0.0
35469,20.1,89.2,93.5,4.0,0.2,0.0,2.7,0.0
36163,15.8,87.1,84.4,13.0,0.4,0.3,2.1,0.0
39591,26.1,87.9,54.0,39.7,0.4,0.9,5.7,0.0
36625,18.1,69.9,97.3,0.0,0.3,1.1,2.2,0.0
52500,9.7,86.4,97.5,1.0,0.1,0.2,1.2,0.0
51875,0.0,91.5,96.8,0.0,0.0,3.2,0.0,0.0
45750,17.5,95.8,96.1,0.0,1.3,0.0,0.4,0.0
51250,8.3,83.3,83.3,11.1,0.6,1.1,2.8,0.0
35625,25.1,93.8,98.1,0.0,0.0,0.0,0.8,0.0
23056,34.5,75.3,94.3,0.5,2.6,0.0,0.0,0.0
35313,24.5,79.6,78.9,19.7,0.0,0.0,0.7,0.0
17125,61.6,78.0,92.3,0.0,0.6,0.0,1.8,0.0
42500,17.1,88.6,96.0,0.6,1.2,0.3,3.7,0.0
29359,37.9,76.7,42.7,53.9,0.1,0.2,2.5,0.0
31250,26.6,75.5,96.1,0.1,1.9,0.7,0.4,0.0
24375,15.5,95.0,30.6,62.4,5.9,0.0,5.9,0.0
31555,31.1,78.4,95.3,0.7,0.9,0.4,3.1,0.0
35648,15.5,70.3,78.9,18.9,0.6,0.1,0.4,0.0
