Median Income,poverty_rate,percent_completed_hs,share_white,share_black,share_native_american,share_asian,share_hispanic,police_killing
30526,25.3,79.7,61.4,33.6,0.3,1.0,4.1,0.0
31173,37.5,81.9,31.6,64.9,0.5,0.8,3.6,0.0
27446,3.3,42.7,87.1,12.1,0.0,0.0,0.0,0.0
30662,44.7,71.3,56.8,16.1,1.0,3.3,34.5,0.0
73438,6.3,96.9,90.5,4.9,0.0,3.5,1.9,0.0
32375,22.8,81.8,92.6,3.5,0.4,0.2,5.1,0.0
20000,52.8,84.0,29.3,54.5,0.9,0.0,16.5,0.0
38500,24.7,80.6,40.9,57.7,0.0,0.3,0.9,0.0
32917,20.2,77.8,81.6,15.7,0.9,0.4,0.7,0.0
38500,21.9,81.2,41.3,55.3,0.4,1.1,1.6,0.0
22672,40.3,79.9,44.5,51.5,0.2,1.5,1.0,0.0
28750,32.5,77.8,49.5,46.6,0.1,0.7,3.6,0.0
42630,20.7,89.7,67.1,25.7,0.3,1.4,6.7,0.0
31778,18.1,78.4,80.7,16.6,0.2,0.3,1.9,0.0
39381,22.3,80.5,66.8,26.2,0.3,0.4,6.0,0.0
27684,35.4,66.7,32.7,64.2,0.8,0.4,1.6,0.0
31148,33.7,75.1,60.6,18.1,0.5,1.2,25.4,0.0
29063,21.0,83.6,87.1,11.4,1.2,0.0,2.1,0.0
19824,50.1,78.0,26.2,71.3,0.3,0.8,1.2,0.0
25083,40.6,75.9,74.5,21.4,0.4,0.5,1.0,0.0
22413,35.9,75.0,19.2,78.0,0.2,0.1,3.4,0.0
34250,9.5,88.8,56.5,37.7,1.9,0.0,0.0,0.0
64287,10.2,92.7,71.4,16.2,0.3,2.0,18.8,0.0
86923,2.3,95.3,69.8,27.0,0.4,1.0,2.8,0.0
64821,6.8,90.6,81.9,10.4,0.3,3.7,4.3,1.0
33438,26.3,77.5,83.6,12.3,0.2,1.4,1.6,0.0
41528,24.4,81.8,88.4,8.6,1.2,0.0,1.1,0.0
29844,16.9,82.7,28.8,69.7,0.0,0.1,1.8,0.0
92102,0.0,100.0,80.0,6.0,0.0,0.0,16.0,0.0
42407,23.1,84.8,51.4,45.7,1.1,0.2,1.6,0.0
90417,10.3,97.7,95.8,1.1,0.0,0.7,1.1,0.0
19379,42.8,78.2,0.8,98.1,0.1,0.2,0.7,0.0
29464,23.0,87.0,56.5,42.1,0.2,0.0,0.9,0.0
24196,31.3,80.0,8.0,90.2,0.0,0.0,1.9,0.0
22679,30.8,81.0,84.6,14.1,0.1,0.2,0.6,0.0
34865,21.7,82.4,78.3,14.2,0.6,0.7,6.4,0.0
44697,14.7,83.9,48.1,43.1,0.4,1.3,9.9,0.0
26488,23.7,69.5,44.0,53.1,0.5,0.0,1.2,0.0
41351,18.2,84.9,62.2,35.1,0.2,0.7,2.4,0.0
38750,18.4,89.4,63.2,33.7,0.0,0.2,1.2,0.0
36458,23.8,82.2,86.7,9.4,0.0,2.2,1.6,1.0
48125,18.0,91.8,60.8,35.7,0.4,0.2,1.3,0.0
23056,24.4,78.4,8.9,87.8,0.0,0.2,0.0,0.0
26583,42.0,67.3,78.5,17.1,1.4,0.3,3.4,0.0
43452,23.3,89.5,68.0,25.1,0.4,1.9,4.3,1.0
46930,9.3,86.6,83.3,13.3,0.2,1.1,2.7,0.0
26212,37.4,88.4,75.8,15.3,0.2,3.3,5.1,0.0
20000,32.3,59.1,93.1,4.2,0.0,1.9,0.5,0.0
52639,5.7,93.0,83.1,11.7,0.3,1.3,5.2,0.0
55546,17.8,93.6,70.2,25.4,0.2,1.6,2.9,1.0
23838,32.4,74.4,40.2,56.0,0.8,0.6,1.1,0.0
31250,21.3,65.5,35.9,56.5,0.6,1.3,4.2,0.0
19516,34.9,62.3,66.0,27.1,0.6,0.2,4.4,0.0
21003,41.7,77.5,31.9,65.5,0.3,0.2,1.2,0.0
34250,29.0,73.4,59.4,38.1,0.2,0.6,1.6,1.0
16199,65.4,55.1,48.0,28.0,0.6,0.1,33.4,0.0
38523,23.5,63.0,18.4,78.5,0.0,0.0,0.0,0.0
30123,33.0,83.0,69.6,16.3,0.6,0.2,13.6,0.0
34700,39.8,96.4,79.1,10.3,0.1,8.1,2.2,0.0
23333,28.4,71.5,91.7,5.4,0.0,0.9,0.9,0.0
29342,36.4,75.6,59.4,37.0,0.2,0.6,2.2,0.0
41250,29.2,79.4,26.9,64.3,7.9,0.0,1.1,0.0
45173,22.6,86.5,76.5,19.2,0.5,0.6,4.4,0.0
41260,24.2,87.2,51.7,42.2,0.3,2.2,4.3,0.0
20677,43.2,78.3,91.9,5.9,0.3,0.3,2.1,0.0
34615,32.0,85.6,59.6,37.0,0.2,0.7,2.9,0.0
32500,32.5,91.8,84.6,12.4,1.8,0.0,1.8,0.0
43125,8.3,81.6,89.2,7.3,1.4,0.5,2.1,0.0
32961,20.1,73.5,80.6,14.1,0.7,0.0,4.4,0.0
27000,24.8,75.6,73.9,21.2,0.3,0.1,4.3,0.0
43875,7.5,77.7,38.5,59.4,0.0,0.2,2.0,0.0
49281,22.6,85.5,55.0,39.3,0.5,1.3,2.8,0.0
26667,28.6,79.3,37.9,60.6,0.2,0.4,0.7,0.0
19286,52.1,76.2,8.6,90.1,0.1,0.3,0.9,0.0
37106,17.9,86.5,22.6,69.3,0.3,2.8,5.3,0.0
31475,42.1,68.4,42.8,53.1,1.6,0.6,1.2,0.0
31250,28.7,76.0,82.2,13.8,0.0,0.6,1.4,0.0
51953,15.5,88.0,81.6,15.6,0.1,0.6,1.4,0.0
32117,22.9,90.7,60.9,30.5,0.2,1.0,9.2,0.0
30938,26.7,73.9,56.1,35.0,0.3,0.3,10.2,0.0
41336,13.6,84.8,83.1,11.4,0.2,0.8,5.6,0.0
30287,30.8,67.0,68.2,25.6,0.4,0.3,5.5,0.0
19417,41.3,59.4,5.0,93.4,0.4,0.0,1.1,0.0
31905,20.5,74.3,43.3,51.2,0.4,0.6,6.0,0.0
26735,22.8,76.1,38.9,54.1,0.3,0.4,11.9,0.0
19393,41.5,77.4,23.4,74.0,0.2,0.2,2.7,0.0
81458,4.3,98.6,98.8,1.0,0.0,0.0,0.5,0.0
35956,33.2,84.1,46.8,49.4,0.4,0.7,2.0,0.0
57500,12.1,81.7,83.5,11.1,0.5,0.2,5.9,0.0
57500,12.1,81.7,70.2,20.0,0.1,0.0,10.4,0.0
57500,12.1,86.8,83.5,11.1,0.5,0.2,5.9,0.0
57500,12.1,86.8,70.2,20.0,0.1,0.0,10.4,0.0
57500,28.0,81.7,83.5,11.1,0.5,0.2,5.9,0.0
57500,28.0,81.7,70.2,20.0,0.1,0.0,10.4,0.0
57500,28.0,86.8,83.5,11.1,0.5,0.2,5.9,0.0
57500,28.0,86.8,70.2,20.0,0.1,0.0,10.4,0.0
28285,12.1,81.7,83.5,11.1,0.5,0.2,5.9,0.0
28285,12.1,81.7,70.2,20.0,0.1,0.0,10.4,0.0
28285,12.1,86.8,83.5,11.1,0.5,0.2,5.9,0.0
28285,12.1,86.8,70.2,20.0,0.1,0.0,10.4,0.0
28285,28.0,81.7,83.5,11.1,0.5,0.2,5.9,0.0
28285,28.0,81.7,70.2,20.0,0.1,0.0,10.4,0.0
28285,28.0,86.8,83.5,11.1,0.5,0.2,5.9,0.0
28285,28.0,86.8,70.2,20.0,0.1,0.0,10.4,0.0
21875,47.0,72.4,40.4,59.1,0.0,0.0,0.5,0.0
33393,26.9,80.6,55.3,41.0,0.3,1.0,0.9,0.0
45938,10.4,76.7,78.9,13.8,0.2,1.2,5.6,0.0
30130,24.4,75.1,17.7,78.1,0.6,0.1,4.8,0.0
27179,26.3,74.2,42.3,56.0,0.1,0.4,0.7,0.0
26471,29.5,72.0,61.3,36.2,0.0,0.0,3.5,0.0
20923,37.1,83.0,19.8,78.6,0.1,0.6,1.5,0.0
25688,24.0,74.5,62.0,17.2,0.3,5.8,35.4,0.0
72750,1.9,80.9,95.1,0.4,0.4,0.9,2.2,0.0
115050,1.5,96.4,87.5,5.5,0.2,4.4,4.2,0.0
42853,18.4,88.8,50.0,46.0,0.3,1.8,1.5,0.0
90149,11.5,100.0,96.3,1.5,0.3,0.5,1.7,0.0
54909,11.0,96.5,76.0,19.4,0.2,1.5,3.0,0.0
53628,4.0,92.4,85.9,7.6,0.3,1.3,5.8,0.0
32500,19.3,73.1,58.2,38.4,0.7,0.4,1.0,0.0
61773,12.5,90.3,77.6,17.6,0.4,1.3,2.9,0.0
47816,13.0,90.8,63.7,31.2,0.3,0.3,6.0,1.0
30000,20.5,64.9,25.9,73.2,0.0,0.0,1.3,0.0
27331,16.4,84.4,4.3,94.4,0.2,0.1,1.2,0.0
30492,28.2,77.5,50.1,45.7,0.2,0.9,3.1,0.0
30694,29.5,72.9,29.1,59.2,0.4,0.3,13.2,0.0
41916,10.8,88.8,95.3,1.7,0.3,0.3,2.9,0.0
40050,14.5,84.4,84.3,9.2,0.4,0.4,5.5,0.0
16017,65.3,53.8,42.1,55.3,0.5,0.5,1.0,0.0
24534,33.9,83.6,37.8,56.7,0.2,0.7,5.3,0.0
28313,35.5,62.2,4.2,94.1,0.0,0.0,0.0,0.0
53654,2.2,74.1,89.2,3.4,0.4,0.0,8.8,0.0
29500,32.6,70.4,94.5,2.9,0.0,0.7,3.6,0.0
23616,39.2,66.6,80.9,13.5,0.7,0.2,3.1,0.0
56927,11.5,83.4,73.5,21.6,0.2,0.4,3.8,0.0
61122,11.2,92.9,71.2,18.3,0.5,3.7,6.1,1.0
27117,40.5,77.3,65.3,28.6,0.7,0.0,5.9,0.0
31563,17.0,66.9,45.0,41.8,0.3,0.0,15.3,0.0
27887,28.2,72.0,66.4,31.3,0.0,0.0,0.8,0.0
21563,43.5,93.7,28.3,68.9,0.0,0.0,2.7,0.0
41924,19.3,87.7,64.0,30.0,0.3,1.4,5.9,1.0
24593,34.9,72.1,44.6,44.7,0.4,1.0,11.0,0.0
44455,18.9,84.5,70.8,17.3,0.3,2.2,14.5,0.0
35568,14.1,85.9,50.4,45.6,0.5,2.0,1.7,0.0
52520,12.4,90.1,74.7,13.9,0.6,3.4,9.1,0.0
41440,24.2,84.6,43.7,34.7,0.8,2.0,28.4,1.0
29438,28.5,83.9,65.3,32.2,0.4,0.6,1.3,0.0
24768,33.9,83.9,51.0,46.3,0.2,0.8,1.5,0.0
30417,26.8,78.2,45.1,52.9,0.1,0.3,0.1,0.0
32656,24.8,93.3,57.7,34.6,0.0,1.7,7.2,0.0
58125,14.9,76.4,70.0,25.9,0.9,0.2,0.9,0.0
34792,20.4,68.1,87.9,10.7,0.4,0.0,1.6,0.0
66646,10.3,93.0,82.9,7.5,0.2,0.9,15.8,0.0
51250,6.1,91.8,89.0,7.7,0.6,0.0,1.3,0.0
33750,30.1,70.7,40.4,55.1,0.6,0.9,2.7,0.0
55500,6.9,86.9,41.0,55.4,0.2,0.3,4.0,0.0
26291,23.6,71.4,62.5,31.8,0.2,0.3,5.6,0.0
24951,28.0,77.9,77.0,19.6,0.2,0.3,1.4,0.0
34241,18.6,67.2,14.1,82.7,0.2,0.2,2.6,0.0
69594,13.8,89.6,88.0,6.3,0.4,1.4,4.9,0.0
32622,22.6,79.9,68.9,24.4,0.1,2.7,3.3,0.0
28712,30.8,75.4,88.9,7.7,0.3,1.3,1.8,0.0
55168,16.4,92.6,64.6,29.9,0.4,1.6,3.3,1.0
36351,20.6,78.3,67.8,28.9,0.3,0.1,3.6,0.0
95000,10.7,99.0,97.7,0.6,0.1,0.8,1.1,0.0
23641,26.9,66.4,91.3,6.4,0.7,0.8,0.2,1.0
48690,14.0,87.1,83.8,13.7,0.4,0.8,1.9,0.0
31282,34.2,79.0,32.4,66.5,0.0,0.0,0.6,0.0
46250,16.3,89.1,43.1,55.6,0.0,0.0,0.0,0.0
30750,34.5,79.9,62.0,30.9,0.0,1.6,1.5,0.0
55000,15.5,83.1,0.0,100.0,0.0,0.0,0.0,0.0
40000,17.9,79.3,79.3,16.4,0.6,0.3,4.7,0.0
45741,20.5,79.7,74.1,21.8,0.2,1.6,2.6,1.0
31250,27.5,70.0,35.8,62.7,0.1,0.2,1.8,0.0
17273,43.2,68.0,65.4,32.6,0.2,0.0,1.9,0.0
18333,38.7,62.8,30.5,59.2,0.5,0.1,13.1,0.0
32596,34.4,82.2,70.6,26.5,0.7,0.4,1.3,0.0
138125,6.1,99.6,96.9,2.2,0.0,0.3,0.9,0.0
21743,42.5,80.9,29.4,67.5,0.1,2.4,0.6,0.0
33750,50.3,77.0,49.7,44.7,0.0,0.0,9.1,0.0
55063,9.7,84.4,61.5,26.3,0.8,2.2,11.3,0.0
30992,29.7,72.1,19.4,77.5,0.3,0.3,3.0,1.0
103656,4.4,93.7,96.1,1.3,0.2,1.1,1.7,0.0
41111,23.9,71.3,95.7,2.5,0.4,0.1,0.4,0.0
28375,22.4,82.4,65.2,33.0,0.5,0.1,1.5,1.0
46196,7.1,79.7,61.5,34.1,0.2,0.8,3.7,0.0
76094,3.9,96.4,88.7,7.1,0.3,1.4,3.9,0.0
31000,18.0,73.7,48.3,49.4,0.6,0.4,0.7,0.0
29974,30.1,80.5,43.0,51.3,0.2,0.9,5.7,1.0
35823,20.1,84.0,81.5,13.0,0.3,0.9,4.3,1.0
23750,31.1,90.0,8.7,90.6,0.0,0.0,0.2,0.0
27636,35.2,64.1,91.9,4.8,0.3,0.3,2.6,0.0
28421,31.1,78.8,59.2,38.4,0.4,0.1,1.2,1.0
36941,16.3,90.8,66.9,23.9,0.9,1.3,11.1,0.0
29295,23.6,78.4,52.5,42.8,0.3,0.3,5.7,0.0
67477,12.1,83.6,84.9,10.3,0.7,1.7,2.9,0.0
60376,11.7,93.7,80.8,12.7,0.3,3.7,3.5,1.0
26985,21.7,79.3,86.7,9.1,0.1,0.4,4.0,0.0
37750,22.3,80.9,44.6,48.5,0.4,0.2,6.0,0.0
69063,2.7,94.4,81.8,16.5,0.7,0.3,0.0,1.0
49356,8.7,90.1,89.0,6.6,0.5,0.9,3.2,0.0
30417,13.9,84.6,74.3,25.0,0.0,0.0,0.0,0.0
24875,34.0,73.5,91.2,5.9,0.8,0.0,0.6,0.0
33859,13.5,92.1,80.8,3.3,0.0,0.0,15.8,0.0
33393,25.4,83.1,53.9,39.7,0.3,1.2,4.4,0.0
15781,60.3,61.6,78.1,19.5,0.0,0.0,3.1,0.0
52500,5.9,78.6,81.5,16.5,0.0,0.5,2.5,0.0
60156,9.9,92.2,79.9,16.9,0.2,0.5,2.7,0.0
41111,31.8,79.4,45.7,43.3,0.0,0.0,22.0,0.0
35560,17.3,72.2,32.4,65.7,0.0,0.0,2.0,0.0
47400,9.2,88.2,84.9,10.7,0.3,0.8,3.7,0.0
21705,42.1,79.0,15.5,84.5,0.0,0.0,2.1,0.0
32500,41.2,74.9,56.5,40.4,0.6,0.0,2.7,0.0
75714,3.1,98.2,88.0,11.4,0.2,0.4,0.6,0.0
24323,33.3,74.4,56.8,22.7,16.7,0.1,1.9,0.0
52500,11.4,85.3,74.1,25.5,0.0,0.0,0.8,0.0
23450,28.4,70.9,29.5,68.3,0.2,0.5,1.6,0.0
26127,31.2,73.6,33.1,62.7,0.1,2.4,1.9,0.0
29037,38.8,86.7,27.8,69.2,0.2,1.1,1.3,0.0
59960,6.5,93.3,68.7,22.5,0.3,3.5,7.7,0.0
32000,30.3,76.1,14.9,83.0,0.0,0.1,2.2,0.0
66250,9.7,71.5,94.2,3.1,0.1,0.3,2.6,0.0
62604,9.9,90.1,84.5,13.5,0.2,0.4,1.1,0.0
64167,6.6,97.0,95.9,2.3,0.9,0.0,0.9,0.0
42866,17.2,71.7,81.7,16.5,0.1,0.2,0.8,0.0
48325,14.2,84.7,57.7,36.0,0.5,0.5,5.1,1.0
28750,29.8,83.7,73.3,18.6,0.0,0.0,13.6,0.0
45833,25.5,52.3,8.8,88.9,0.0,1.9,0.0,0.0
46250,17.2,81.7,82.1,7.7,0.0,0.0,7.7,0.0
77638,7.4,97.6,91.3,5.1,0.2,1.6,2.7,0.0
46528,21.7,100.0,80.6,13.0,0.0,0.9,5.6,0.0
31042,53.0,73.2,46.9,40.3,0.0,0.0,13.0,0.0
29087,23.8,77.2,31.2,65.8,0.4,1.0,0.8,0.0
43750,27.1,74.5,89.6,8.5,0.4,0.5,1.3,0.0
50762,10.4,93.8,90.7,6.5,0.3,0.9,2.2,0.0
36514,23.7,85.7,72.3,13.9,0.7,1.5,13.7,1.0
42708,18.8,79.8,76.2,20.1,0.5,0.8,1.6,0.0
33680,26.3,74.9,45.4,45.6,0.4,0.6,8.6,0.0
34044,26.2,82.4,58.2,36.7,0.1,0.4,3.3,0.0
57458,2.8,96.4,84.1,11.9,0.6,1.3,2.3,0.0
43426,15.9,37.5,96.5,0.0,0.0,0.6,0.6,0.0
30000,20.3,77.9,59.0,40.5,0.0,0.3,0.3,0.0
39375,19.0,88.7,78.2,19.7,0.3,0.4,1.2,0.0
36875,16.0,73.1,91.0,6.4,0.5,0.0,3.1,0.0
23750,35.0,73.3,48.5,47.2,0.8,0.1,0.8,0.0
50028,11.8,91.0,74.2,20.4,0.3,1.1,4.2,0.0
39543,22.7,81.8,41.6,47.2,0.5,1.9,10.9,1.0
47713,15.1,80.6,73.4,22.6,0.7,0.3,3.3,0.0
65409,7.6,95.1,85.8,9.2,0.5,1.8,2.0,0.0
47562,13.1,92.7,90.4,3.3,0.5,0.9,6.3,0.0
32500,25.7,89.4,40.1,54.0,0.6,0.0,3.9,0.0
48635,7.6,89.1,78.8,11.3,0.4,1.6,10.7,0.0
41076,6.3,83.1,55.7,36.7,0.5,2.4,5.3,0.0
30729,32.7,76.0,58.4,37.8,0.0,0.4,2.1,0.0
34583,11.3,84.8,52.9,43.6,0.4,0.4,0.4,0.0
30552,30.4,85.0,21.3,75.0,0.2,1.7,1.9,0.0
30700,28.0,75.0,75.7,21.7,0.2,1.2,1.1,0.0
30077,22.0,70.4,52.5,32.9,0.5,0.7,13.9,0.0
32619,25.8,77.3,40.2,55.7,0.3,0.2,3.5,0.0
28424,36.3,63.4,62.0,21.7,0.5,0.4,20.8,0.0
56250,10.9,95.9,94.0,2.6,0.0,0.0,0.9,0.0
22500,33.2,81.5,75.5,22.8,0.6,0.0,0.3,0.0
37500,27.9,85.0,54.1,45.9,0.0,0.0,1.6,0.0
61250,15.5,91.6,93.2,1.5,0.0,0.7,5.6,0.0
38750,29.3,94.7,94.4,2.2,1.1,0.0,4.5,1.0
24296,32.3,79.1,72.3,23.3,0.3,1.2,1.6,1.0
22143,50.8,66.3,60.1,37.3,0.9,0.0,0.0,0.0
33250,28.1,67.9,80.5,15.3,0.2,0.6,3.4,0.0
37246,19.6,82.4,89.1,7.8,0.3,0.2,2.5,1.0
72109,4.9,93.3,86.6,9.7,0.3,1.3,1.8,0.0
25000,36.2,72.6,38.8,59.7,0.2,0.6,0.6,0.0
98250,4.0,98.4,93.0,5.6,0.5,0.4,0.7,0.0
39688,17.0,97.4,72.0,24.4,0.0,0.0,0.0,0.0
70625,3.9,77.9,61.5,38.0,0.0,0.0,0.6,0.0
47445,14.8,92.9,68.8,20.7,0.6,2.5,13.3,0.0
50471,11.5,87.9,87.3,7.5,0.3,1.6,3.6,0.0
36394,14.4,83.3,83.3,11.9,0.4,0.2,4.8,0.0
27875,21.2,56.5,4.1,94.1,0.0,0.4,0.8,0.0
37411,20.4,77.3,55.6,42.0,0.3,0.1,3.1,0.0
64115,3.0,93.0,29.8,68.3,0.0,0.1,0.3,0.0
41473,29.0,81.2,50.1,44.3,0.2,0.1,7.1,0.0
45322,17.4,86.1,84.6,10.3,0.5,0.6,4.0,0.0
41956,24.1,87.3,81.5,9.9,0.5,1.2,8.5,0.0
49750,9.6,76.4,82.1,14.8,0.0,0.5,0.0,0.0
59792,8.3,91.3,86.7,7.0,0.5,1.8,3.0,0.0
40658,4.1,85.1,24.5,65.7,0.7,0.0,7.2,0.0
39125,27.0,77.5,33.1,66.2,0.0,0.0,0.0,0.0
35405,22.8,75.6,39.7,51.2,1.2,0.5,15.1,0.0
31429,20.3,83.9,36.2,59.0,0.3,0.1,3.0,0.0
46875,14.8,64.4,33.0,63.8,0.6,0.1,2.5,0.0
44444,23.6,87.1,53.3,45.5,0.0,0.0,0.9,0.0
70205,11.6,63.9,93.4,1.8,0.3,1.8,2.8,0.0
40396,18.6,88.0,54.6,38.3,0.5,1.7,5.7,0.0
53125,9.0,97.2,87.3,11.2,1.5,0.0,1.5,0.0
53125,15.1,85.3,78.7,16.0,0.0,2.4,3.7,0.0
35536,27.9,74.9,39.8,57.6,0.7,0.0,1.3,0.0
41923,7.4,81.0,90.6,7.8,0.3,0.0,0.8,0.0
32434,0.0,95.4,25.6,72.5,0.0,0.2,0.8,0.0
33741,23.0,89.9,28.3,65.7,0.3,2.0,3.7,0.0
35031,26.9,80.7,51.6,46.7,0.3,0.5,0.8,0.0
30877,30.6,76.1,35.7,60.9,0.2,0.4,2.6,0.0
23417,34.9,80.0,41.4,55.4,0.3,0.1,2.2,0.0
40208,3.6,79.2,99.3,0.0,0.0,0.0,0.0,0.0
23523,22.2,82.7,44.0,52.8,0.5,0.0,1.8,0.0
22117,33.9,68.8,30.4,39.4,0.8,0.4,33.9,0.0
50926,18.3,86.9,70.4,23.6,0.8,1.1,4.8,0.0
27455,33.1,73.3,69.5,15.3,1.7,1.0,17.1,0.0
33036,29.8,84.0,27.4,65.9,0.0,2.7,3.3,0.0
19842,41.5,65.6,45.6,34.6,1.4,1.0,22.4,0.0
22059,13.5,85.8,28.8,71.2,0.0,0.0,0.0,0.0
19712,35.3,76.4,39.3,58.5,0.3,0.1,1.7,0.0
98750,5.7,97.8,97.2,2.0,0.1,0.4,1.1,0.0
35609,23.3,84.3,65.3,29.0,0.3,0.9,4.5,1.0
50491,12.6,92.3,60.4,32.0,0.3,2.8,3.8,0.0
40476,9.3,89.4,93.7,2.4,1.8,0.0,1.2,0.0
57632,22.4,96.6,73.5,18.1,0.4,2.1,8.4,0.0
28214,3.8,70.0,41.1,55.1,0.0,0.0,5.1,0.0
50000,12.7,96.5,75.9,19.8,0.0,0.0,4.3,0.0
56691,7.3,91.3,75.7,16.4,0.3,1.3,8.9,0.0
60208,14.8,87.3,96.9,1.2,0.0,0.6,0.7,0.0
27143,22.3,58.9,88.6,0.7,0.6,0.1,10.9,0.0
44167,9.1,94.0,99.2,0.0,0.8,0.0,0.0,0.0
36429,12.2,67.6,100.0,0.0,0.0,0.0,0.0,0.0
36875,13.2,85.6,81.8,16.4,0.0,0.0,0.7,0.0
39384,19.3,87.5,81.8,7.6,0.6,1.8,10.8,0.0
35192,25.2,61.4,44.0,52.0,0.7,0.0,2.1,0.0
43370,23.3,89.7,85.3,9.6,0.5,1.5,2.8,0.0
21199,54.4,54.6,51.8,17.0,0.8,1.2,40.7,0.0
26548,34.4,75.6,9.0,89.0,0.2,0.0,2.2,0.0
35126,27.2,82.3,45.6,49.3,0.2,1.8,3.4,1.0
31389,23.2,71.3,62.5,27.7,0.4,0.3,10.0,0.0
31389,23.2,71.3,84.2,10.7,0.3,1.7,3.6,0.0
31389,23.2,92.4,62.5,27.7,0.4,0.3,10.0,0.0
31389,23.2,92.4,84.2,10.7,0.3,1.7,3.6,0.0
31389,7.8,71.3,62.5,27.7,0.4,0.3,10.0,0.0
31389,7.8,71.3,84.2,10.7,0.3,1.7,3.6,0.0
31389,7.8,92.4,62.5,27.7,0.4,0.3,10.0,0.0
31389,7.8,92.4,84.2,10.7,0.3,1.7,3.6,0.0
50987,23.2,71.3,62.5,27.7,0.4,0.3,10.0,0.0
50987,23.2,71.3,84.2,10.7,0.3,1.7,3.6,0.0
50987,23.2,92.4,62.5,27.7,0.4,0.3,10.0,0.0
50987,23.2,92.4,84.2,10.7,0.3,1.7,3.6,0.0
50987,7.8,71.3,62.5,27.7,0.4,0.3,10.0,0.0
50987,7.8,71.3,84.2,10.7,0.3,1.7,3.6,0.0
50987,7.8,92.4,62.5,27.7,0.4,0.3,10.0,0.0
50987,7.8,92.4,84.2,10.7,0.3,1.7,3.6,0.0
34375,24.0,79.0,60.3,35.5,2.3,0.8,0.8,0.0
40750,4.0,85.0,92.5,5.8,0.0,0.0,1.7,0.0
33750,0.0,62.3,89.2,6.4,0.5,0.8,4.4,0.0
81607,7.2,92.1,74.7,20.1,0.7,2.0,1.3,0.0
40833,9.2,86.3,18.0,81.2,0.0,0.0,0.4,0.0
111842,5.9,97.6,98.4,0.8,0.0,0.2,1.1,0.0
24250,28.4,76.6,34.9,62.0,0.1,1.4,1.6,0.0
55476,13.0,92.9,72.1,21.4,0.4,1.5,5.0,1.0
56369,11.5,89.8,91.0,8.0,0.2,0.0,1.7,0.0
38808,18.6,84.0,45.3,49.1,0.3,1.6,3.6,1.0
47153,13.5,91.7,96.1,0.9,0.4,0.6,2.0,0.0
30500,22.3,87.1,40.3,54.1,1.7,0.1,1.9,0.0
26429,10.1,95.5,73.3,17.3,9.3,0.0,1.3,0.0
49283,16.3,88.1,76.9,14.9,0.2,2.5,8.3,1.0
119250,1.5,98.1,92.6,3.0,0.2,2.0,3.3,0.0
27625,34.5,73.1,16.6,81.8,0.2,0.6,1.3,0.0
52460,16.3,87.3,79.9,15.3,0.2,1.1,4.5,0.0
40000,22.2,82.0,65.8,31.6,0.0,0.0,4.1,0.0
40938,13.0,86.5,86.0,10.8,1.1,0.0,3.2,0.0
27064,31.0,81.9,60.7,36.2,0.4,0.5,2.9,0.0
25862,29.5,78.9,50.5,47.0,0.3,0.4,1.2,0.0
41042,20.0,70.1,72.9,20.9,0.3,0.5,5.3,0.0
36955,21.5,89.6,68.8,24.6,0.3,1.7,6.6,0.0
17292,45.1,88.3,10.0,80.0,2.9,6.5,0.6,0.0
30455,30.4,84.3,34.6,63.1,0.1,0.8,0.4,0.0
46287,11.7,88.3,78.0,10.2,0.4,3.2,11.2,0.0
28625,36.8,78.1,32.0,64.7,0.5,0.4,1.5,0.0
26446,42.9,64.5,76.2,6.0,0.4,0.8,22.5,0.0
28750,27.1,68.5,55.4,38.9,2.8,0.0,1.1,0.0
22500,27.8,84.5,45.2,50.5,0.3,1.0,2.9,0.0
33438,8.9,70.9,69.2,19.8,0.0,0.0,9.9,0.0
"2,500-",43.4,83.8,83.8,12.7,0.9,0.0,1.3,0.0
27468,35.7,75.5,76.7,20.9,0.1,0.1,1.4,0.0
38125,14.8,78.0,85.8,5.4,0.9,0.2,6.8,0.0
27500,31.3,70.3,45.8,52.4,0.0,0.0,0.0,0.0
32656,30.4,76.2,57.9,20.9,0.2,0.4,29.3,0.0
35114,26.5,83.9,63.7,32.1,0.2,1.2,1.8,0.0
32390,20.1,72.2,58.6,27.9,0.6,0.4,16.3,0.0
33750,27.9,83.9,47.7,46.5,0.4,0.8,4.2,0.0
41230,19.2,85.1,68.0,18.5,0.8,1.8,14.5,0.0
31500,17.6,80.6,83.9,10.7,0.1,0.3,6.2,0.0
26958,21.7,76.3,92.4,5.1,0.0,0.1,3.5,0.0
28750,21.2,67.5,85.2,2.4,2.7,0.3,14.8,0.0
29375,26.7,74.6,77.9,19.3,0.7,0.3,1.7,0.0
28144,17.5,85.1,3.0,92.5,0.1,0.2,4.1,0.0
60000,5.3,89.1,59.0,31.6,0.0,0.0,6.0,0.0
40958,10.8,87.6,83.4,13.2,0.1,0.1,2.8,0.0
"2,500-",51.6,90.1,14.1,85.9,0.0,0.0,0.0,0.0
24630,33.9,80.7,43.3,54.0,0.8,0.2,1.1,0.0
50250,4.2,77.4,82.6,8.3,0.0,0.8,14.0,0.0
29558,23.8,82.0,36.9,60.6,0.2,0.3,2.0,0.0
22500,39.0,54.9,34.0,57.9,0.4,0.9,6.6,0.0
35293,18.5,85.8,30.9,51.4,0.7,3.1,19.3,0.0
